AGI,dir,tp
AT5G54700,down,2 h
AT5G60070,down,2 h
AT2G16835,down,2 h
AT1G32880,down,2 h
AT3G29750,down,2 h
AT4G12920,down,2 h
AT4G30030,down,2 h
AT4G04985,down,2 h
AT1G31450,down,2 h
AT2G28010,down,2 h
AT5G13350,down,2 h
AT5G13380,down,2 h
AT1G33880,down,2 h
AT2G31215,down,2 h
AT2G15170,down,2 h
AT4G32100,down,2 h
AT4G32105,down,2 h
AT1G66770,down,2 h
AT2G39060,down,2 h
AT1G69190,down,2 h
AT1G32280,down,2 h
AT5G56480,down,2 h
AT1G43666,down,2 h
AT3G22580,down,2 h
AT4G14815,down,2 h
AT5G52160,down,2 h
AT1G43667,down,2 h
AT4G23120,down,2 h
AT2G25120,down,2 h
AT1G66120,down,2 h
AT4G20080,down,2 h
AT4G15755,down,2 h
AT1G23240,down,2 h
AT5G29560,down,2 h
AT3G54570,down,2 h
AT3G58480,down,2 h
AT4G03290,down,2 h
AT2G04910,down,2 h
AT2G42930,down,2 h
AT5G07170,down,2 h
AT5G27080,down,2 h
AT5G26900,down,2 h
AT5G37760,down,2 h
AT1G18130,down,2 h
AT5G27800,down,2 h
AT1G07850,down,2 h
AT2G16200,down,2 h
AT4G12270,down,2 h
AT4G12280,down,2 h
AT5G52700,down,2 h
AT5G52720,down,2 h
AT5G52730,down,2 h
AT1G51915,down,2 h
AT5G39370,down,2 h
AT1G63190,down,2 h
AT1G63205,down,2 h
AT4G03570,down,2 h
AT4G03590,down,2 h
AT4G03565,down,2 h
AT5G17110,down,2 h
AT5G17120,down,2 h
AT1G37020,down,2 h
AT1G03720,down,2 h
AT5G17080,down,2 h
AT5G17130,down,2 h
AT5G02330,down,2 h
AT5G55800,down,2 h
AT2G44400,down,2 h
AT5G29624,down,2 h
AT1G45243,down,2 h
AT4G29600,down,2 h
AT4G29630,down,2 h
AT1G29620,down,2 h
AT2G34120,down,2 h
AT1G61688,down,2 h
AT5G42235,down,2 h
AT1G56553,down,2 h
AT5G60553,down,2 h
AT5G55565,down,2 h
AT3G16895,down,2 h
AT5G54745,down,2 h
AT5G60500,down,2 h
AT4G11180,down,2 h
AT5G44300,down,2 h
AT1G65450,down,2 h
AT3G10595,down,2 h
AT4G08550,down,2 h
AT2G03040,down,2 h
AT2G03290,down,2 h
AT3G09990,down,2 h
AT3G23220,down,2 h
AT5G43410,down,2 h
AT1G49120,down,2 h
AT2G20350,down,2 h
AT5G67000,down,2 h
AT5G57650,down,2 h
AT5G41250,down,2 h
AT3G45810,down,2 h
AT3G09750,down,2 h
AT5G39110,down,2 h
AT3G04170,down,2 h
AT3G04190,down,2 h
AT3G11920,down,2 h
AT1G30795,down,2 h
AT1G44085,down,2 h
AT2G04063,down,2 h
AT2G15340,down,2 h
AT3G29033,down,2 h
AT2G46190,down,2 h
AT4G13760,down,2 h
AT5G44830,down,2 h
AT5G44840,down,2 h
AT3G42155,down,2 h
AT5G63225,down,2 h
AT1G77780,down,2 h
AT3G55780,down,2 h
AT3G62710,down,2 h
AT4G19730,down,2 h
AT5G16700,down,2 h
AT2G39640,down,2 h
AT3G18180,down,2 h
AT3G57620,down,2 h
AT2G06500,down,2 h
AT5G31412,down,2 h
AT5G33406,down,2 h
AT1G43260,down,2 h
AT3G13010,down,2 h
AT5G54210,down,2 h
AT2G04930,down,2 h
AT1G20320,down,2 h
AT3G21490,down,2 h
AT5G37860,down,2 h
AT4G23882,down,2 h
AT1G57780,down,2 h
AT2G28090,down,2 h
AT5G13130,down,2 h
AT5G46010,down,2 h
AT1G01150,down,2 h
AT1G43330,down,2 h
AT4G04580,down,2 h
AT5G23650,down,2 h
AT1G56530,down,2 h
AT5G26070,down,2 h
AT5G34581,down,2 h
AT1G19025,down,2 h
AT4G23110,down,2 h
AT3G17230,down,2 h
AT3G59590,down,2 h
AT5G49860,down,2 h
AT3G59620,down,2 h
AT4G11745,down,2 h
AT5G10500,down,2 h
AT5G41310,down,2 h
AT2G03740,down,2 h
AT5G22590,down,2 h
AT1G24650,down,2 h
AT4G20790,down,2 h
AT3G42880,down,2 h
AT1G53420,down,2 h
AT2G19230,down,2 h
AT3G52690,down,2 h
AT5G24180,down,2 h
AT5G24220,down,2 h
AT4G11030,down,2 h
AT3G02160,down,2 h
AT4G38120,down,2 h
AT3G28450,down,2 h
AT3G10890,down,2 h
AT5G46000,down,2 h
AT2G16225,down,2 h
AT2G16505,down,2 h
AT1G45403,down,2 h
AT1G65050,down,2 h
AT3G58290,down,2 h
AT5G40290,down,2 h
AT2G39790,down,2 h
AT5G14290,down,2 h
AT1G07025,down,2 h
AT5G47290,down,2 h
AT3G10113,down,2 h
AT1G32010,down,2 h
AT1G36100,down,2 h
AT3G30230,down,2 h
AT3G42060,down,2 h
AT5G32590,down,2 h
AT5G41780,down,2 h
AT2G15420,down,2 h
AT1G19040,down,2 h
AT3G04410,down,2 h
AT5G07050,down,2 h
AT1G25270,down,2 h
AT3G07250,down,2 h
AT2G06904,down,2 h
AT4G06479,down,2 h
AT4G06526,down,2 h
AT1G36510,down,2 h
AT1G52950,down,2 h
AT5G25400,down,2 h
AT5G49920,down,2 h
AT1G52790,down,2 h
AT3G47190,down,2 h
AT4G10490,down,2 h
AT4G35820,down,2 h
AT1G23810,down,2 h
AT1G24200,down,2 h
AT1G27220,down,2 h
AT1G27240,down,2 h
AT1G27250,down,2 h
AT1G27270,down,2 h
AT1G27280,down,2 h
AT5G35610,down,2 h
AT5G47340,down,2 h
AT1G60410,down,2 h
AT5G63740,down,2 h
AT4G33355,down,2 h
AT2G24810,down,2 h
AT1G17150,down,2 h
AT4G32370,down,2 h
AT4G35670,down,2 h
AT5G27530,down,2 h
AT5G39910,down,2 h
AT2G40310,down,2 h
AT2G31430,down,2 h
AT1G23450,down,2 h
AT1G28000,down,2 h
AT1G28020,down,2 h
AT1G43010,down,2 h
AT1G47940,down,2 h
AT1G63070,down,2 h
AT3G11380,down,2 h
AT3G17370,down,2 h
AT5G28420,down,2 h
AT5G05050,down,2 h
AT4G24300,down,2 h
AT1G22080,down,2 h
AT3G44780,down,2 h
AT3G50990,down,2 h
AT1G24110,down,2 h
AT3G42570,down,2 h
AT3G03670,down,2 h
AT5G58400,down,2 h
AT2G03250,down,2 h
AT1G27570,down,2 h
AT1G51040,down,2 h
AT3G60420,down,2 h
AT1G09935,down,2 h
AT4G29460,down,2 h
AT1G13680,down,2 h
AT3G58330,down,2 h
AT3G58280,down,2 h
AT3G03510,down,2 h
AT1G48010,down,2 h
AT1G54620,down,2 h
AT1G55770,down,2 h
AT3G55680,down,2 h
AT3G62180,down,2 h
AT5G46970,down,2 h
AT5G46980,down,2 h
AT5G46990,down,2 h
AT5G50050,down,2 h
AT5G50070,down,2 h
AT2G15345,down,2 h
AT1G50340,down,2 h
AT1G56100,down,2 h
AT3G17140,down,2 h
AT5G50030,down,2 h
AT4G30380,down,2 h
AT1G51230,down,2 h
AT1G51250,down,2 h
AT1G09245,down,2 h
AT1G58242,down,2 h
AT3G30200,down,2 h
AT1G40087,down,2 h
AT3G17675,down,2 h
AT2G15470,down,2 h
AT3G12430,down,2 h
AT5G42905,down,2 h
AT4G13885,down,2 h
AT1G68270,down,2 h
AT1G11560,down,2 h
AT1G11590,down,2 h
AT2G40990,down,2 h
AT1G22210,down,2 h
AT5G10100,down,2 h
AT1G31250,down,2 h
AT5G26080,down,2 h
AT4G34440,down,2 h
AT3G11825,down,2 h
AT3G59455,down,2 h
AT5G44265,down,2 h
AT4G07670,down,2 h
AT4G27890,down,2 h
AT2G17180,down,2 h
AT2G22040,down,2 h
AT1G59690,down,2 h
AT5G28620,down,2 h
AT3G20530,down,2 h
AT3G43950,down,2 h
AT3G45670,down,2 h
AT3G45920,down,2 h
AT3G52530,down,2 h
AT3G53640,down,2 h
AT5G12090,down,2 h
AT5G27790,down,2 h
AT5G60080,down,2 h
AT5G60090,down,2 h
AT2G05060,down,2 h
AT5G26150,down,2 h
AT1G16760,down,2 h
AT3G46160,down,2 h
AT3G01085,down,2 h
AT3G23650,down,2 h
AT2G17170,down,2 h
AT2G18530,down,2 h
AT3G43630,down,2 h
AT3G32920,down,2 h
AT2G13720,down,2 h
AT5G37910,down,2 h
AT3G23680,down,2 h
AT2G04920,down,2 h
AT1G32420,down,2 h
AT1G32660,down,2 h
AT1G33010,down,2 h
AT1G47390,down,2 h
AT1G47730,down,2 h
AT1G47800,down,2 h
AT1G50870,down,2 h
AT1G50880,down,2 h
AT1G57690,down,2 h
AT1G58310,down,2 h
AT1G67160,down,2 h
AT1G67390,down,2 h
AT1G67450,down,2 h
AT1G67623,down,2 h
AT1G70960,down,2 h
AT1G70970,down,2 h
AT3G03730,down,2 h
AT3G17270,down,2 h
AT3G17490,down,2 h
AT3G17620,down,2 h
AT3G19560,down,2 h
AT3G21120,down,2 h
AT3G22710,down,2 h
AT3G22940,down,2 h
AT3G24580,down,2 h
AT3G44060,down,2 h
AT3G44130,down,2 h
AT3G47020,down,2 h
AT3G49980,down,2 h
AT3G52320,down,2 h
AT3G58950,down,2 h
AT3G58960,down,2 h
AT4G09190,down,2 h
AT4G10740,down,2 h
AT4G17200,down,2 h
AT4G21240,down,2 h
AT4G22165,down,2 h
AT4G22170,down,2 h
AT4G22180,down,2 h
AT4G29970,down,2 h
AT5G15660,down,2 h
AT5G15670,down,2 h
AT5G36200,down,2 h
AT5G38390,down,2 h
AT5G39470,down,2 h
AT5G40050,down,2 h
AT5G41500,down,2 h
AT5G42430,down,2 h
AT5G44940,down,2 h
AT5G44970,down,2 h
AT5G47300,down,2 h
AT5G50220,down,2 h
AT5G51000,down,2 h
AT5G52610,down,2 h
AT5G62060,down,2 h
AT2G02030,down,2 h
AT2G16220,down,2 h
AT2G16290,down,2 h
AT2G16450,down,2 h
AT2G26160,down,2 h
AT2G33190,down,2 h
AT5G16285,down,2 h
AT3G17265,down,2 h
AT1G22000,down,2 h
AT1G66300,down,2 h
AT4G26350,down,2 h
AT5G25850,down,2 h
AT5G62970,down,2 h
AT3G42770,down,2 h
AT3G58920,down,2 h
AT3G59160,down,2 h
AT3G59170,down,2 h
AT3G59240,down,2 h
AT4G13960,down,2 h
AT5G38386,down,2 h
AT5G38396,down,2 h
AT1G11620,down,2 h
AT1G12170,down,2 h
AT1G15680,down,2 h
AT1G62270,down,2 h
AT3G17540,down,2 h
AT3G17570,down,2 h
AT3G22730,down,2 h
AT3G22870,down,2 h
AT3G47150,down,2 h
AT4G11750,down,2 h
AT4G11770,down,2 h
AT4G12810,down,2 h
AT4G12820,down,2 h
AT4G22430,down,2 h
AT4G39756,down,2 h
AT4G39760,down,2 h
AT5G02980,down,2 h
AT5G28160,down,2 h
AT5G38680,down,2 h
AT2G29780,down,2 h
AT2G41360,down,2 h
AT1G05080,down,2 h
AT1G61330,down,2 h
AT3G60710,down,2 h
AT5G56390,down,2 h
AT5G56690,down,2 h
AT1G70870,down,2 h
AT1G53010,down,2 h
AT5G57750,down,2 h
AT5G53040,down,2 h
AT3G12000,down,2 h
AT5G18330,down,2 h
AT3G45990,down,2 h
AT2G13150,down,2 h
AT5G20390,down,2 h
AT5G25430,down,2 h
AT1G32250,down,2 h
AT3G01830,down,2 h
AT1G03050,down,2 h
AT3G49340,down,2 h
AT3G29040,down,2 h
AT3G21910,down,2 h
AT3G22010,down,2 h
AT4G20680,down,2 h
AT1G32710,down,2 h
AT3G51210,down,2 h
AT5G56369,down,2 h
AT5G46877,down,2 h
AT5G66890,down,2 h
AT3G13280,down,2 h
AT3G04150,down,2 h
AT1G29870,down,2 h
AT2G10550,down,2 h
AT5G11400,down,2 h
AT5G50040,down,2 h
AT5G34780,down,2 h
AT2G04300,down,2 h
AT2G14440,down,2 h
AT3G15870,down,2 h
AT5G55330,down,2 h
AT5G55320,down,2 h
AT3G30540,down,2 h
AT3G53070,down,2 h
AT4G10440,down,2 h
AT3G51070,down,2 h
AT5G37610,down,2 h
AT3G45690,down,2 h
AT3G43660,down,2 h
AT1G50050,down,2 h
AT3G09590,down,2 h
AT3G24130,down,2 h
AT5G07410,down,2 h
AT5G07420,down,2 h
AT5G26810,down,2 h
AT5G18990,down,2 h
AT4G03930,down,2 h
AT4G15980,down,2 h
AT5G49180,down,2 h
AT3G42560,down,2 h
AT3G17550,down,2 h
AT4G11730,down,2 h
AT3G18810,down,2 h
AT1G76370,down,2 h
AT3G50720,down,2 h
AT3G50730,down,2 h
AT2G16620,down,2 h
AT4G08260,down,2 h
AT2G30730,down,2 h
AT2G40580,down,2 h
AT1G72760,down,2 h
AT5G48700,down,2 h
AT5G55855,down,2 h
AT4G20200,down,2 h
AT4G18330,down,2 h
AT2G27700,down,2 h
AT4G04402,down,2 h
AT2G07440,down,2 h
AT1G56040,down,2 h
AT1G22720,down,2 h
AT1G17910,down,2 h
AT1G29570,down,2 h
AT3G22030,down,2 h
AT4G11890,down,2 h
AT3G21960,down,2 h
AT3G23270,down,2 h
AT2G01240,down,2 h
AT3G30820,down,2 h
AT3G44570,down,2 h
AT2G14000,down,2 h
AT3G25270,down,2 h
AT5G51610,down,2 h
AT1G33850,down,2 h
AT4G36100,down,2 h
AT3G26860,down,2 h
AT3G54925,down,2 h
AT3G17080,down,2 h
AT3G24060,down,2 h
AT3G26870,down,2 h
AT3G26880,down,2 h
AT3G27680,down,2 h
AT3G57840,down,2 h
AT5G04350,down,2 h
AT5G06030,down,2 h
AT5G11830,down,2 h
AT5G12060,down,2 h
AT5G26050,down,2 h
AT5G38440,down,2 h
AT2G06090,down,2 h
AT2G24880,down,2 h
AT4G10895,down,2 h
AT1G11765,down,2 h
AT1G04645,down,2 h
AT1G26795,down,2 h
AT1G26798,down,2 h
AT5G06040,down,2 h
AT3G45220,down,2 h
AT5G44630,down,2 h
AT4G03156,down,2 h
AT1G11925,down,2 h
AT3G22040,down,2 h
AT3G46850,down,2 h
AT5G59110,down,2 h
AT4G21260,down,2 h
AT4G26280,down,2 h
AT5G10880,down,2 h
AT1G58450,down,2 h
AT5G44330,down,2 h
AT5G43120,down,2 h
AT5G51360,down,2 h
AT2G33090,down,2 h
AT2G33300,down,2 h
AT1G25330,down,2 h
AT5G27310,down,2 h
AT2G13640,down,2 h
AT2G27780,down,2 h
AT4G38070,down,2 h
AT1G30670,down,2 h
AT1G12540,down,2 h
AT4G20810,down,2 h
AT4G10680,down,2 h
AT4G21010,down,2 h
AT5G32460,down,2 h
AT4G31690,down,2 h
AT3G16040,down,2 h
AT2G31690,down,2 h
AT3G02270,down,2 h
AT5G28237,down,2 h
AT1G65990,down,2 h
AT1G65140,down,2 h
AT1G65170,down,2 h
AT1G65130,down,2 h
AT2G27650,down,2 h
AT4G03350,down,2 h
AT4G05240,down,2 h
AT4G05250,down,2 h
AT4G05260,down,2 h
AT4G05270,down,2 h
AT5G09340,down,2 h
AT5G11080,down,2 h
AT2G32360,down,2 h
AT3G45180,down,2 h
AT5G25340,down,2 h
AT1G31370,down,2 h
AT3G58230,down,2 h
AT3G58320,down,2 h
AT4G22420,down,2 h
AT2G05430,down,2 h
AT1G23590,down,2 h
AT3G49270,down,2 h
AT1G48953,down,2 h
AT1G61353,down,2 h
AT2G11851,down,2 h
AT2G20170,down,2 h
AT2G41225,down,2 h
AT2G43255,down,2 h
AT3G27415,down,2 h
AT3G60000,down,2 h
AT3G62097,down,2 h
AT4G10970,down,2 h
AT4G16460,down,2 h
AT4G18692,down,2 h
AT5G43240,down,2 h
AT4G17590,down,2 h
AT4G18320,down,2 h
AT1G05550,down,2 h
AT1G33940,down,2 h
AT2G02498,down,2 h
AT2G20970,down,2 h
AT3G13677,down,2 h
AT5G35603,down,2 h
AT1G36922,down,2 h
AT2G38890,down,2 h
AT1G02070,down,2 h
AT1G07190,down,2 h
AT1G10100,down,2 h
AT1G10190,down,2 h
AT1G10250,down,2 h
AT1G12180,down,2 h
AT1G15610,down,2 h
AT1G19500,down,2 h
AT1G20400,down,2 h
AT1G20740,down,2 h
AT1G22010,down,2 h
AT1G22120,down,2 h
AT1G23270,down,2 h
AT1G23580,down,2 h
AT1G23610,down,2 h
AT1G23640,down,2 h
AT1G23680,down,2 h
AT1G23690,down,2 h
AT1G24010,down,2 h
AT1G24060,down,2 h
AT1G24390,down,2 h
AT1G24822,down,2 h
AT1G25300,down,2 h
AT1G26140,down,2 h
AT1G26350,down,2 h
AT1G28375,down,2 h
AT1G29480,down,2 h
AT1G29580,down,2 h
AT1G30020,down,2 h
AT1G31270,down,2 h
AT1G31520,down,2 h
AT1G31620,down,2 h
AT1G31960,down,2 h
AT1G32650,down,2 h
AT1G34400,down,2 h
AT1G35400,down,2 h
AT1G35614,down,2 h
AT1G35820,down,2 h
AT1G36020,down,2 h
AT1G36580,down,2 h
AT1G38950,down,2 h
AT1G42700,down,2 h
AT1G43630,down,2 h
AT1G43680,down,2 h
AT1G43720,down,2 h
AT1G43970,down,2 h
AT1G44010,down,2 h
AT1G44674,down,2 h
AT1G46336,down,2 h
AT1G46696,down,2 h
AT1G47470,down,2 h
AT1G47485,down,2 h
AT1G47660,down,2 h
AT1G47813,down,2 h
AT1G48095,down,2 h
AT1G49260,down,2 h
AT1G49290,down,2 h
AT1G50530,down,2 h
AT1G50800,down,2 h
AT1G51000,down,2 h
AT1G52390,down,2 h
AT1G53640,down,2 h
AT1G54420,down,2 h
AT1G54700,down,2 h
AT1G54880,down,2 h
AT1G55220,down,2 h
AT1G57906,down,2 h
AT1G59535,down,2 h
AT1G62080,down,2 h
AT1G62210,down,2 h
AT1G62920,down,2 h
AT1G64340,down,2 h
AT1G64870,down,2 h
AT1G65740,down,2 h
AT1G65760,down,2 h
AT1G67540,down,2 h
AT1G67865,down,2 h
AT1G68875,down,2 h
AT1G69470,down,2 h
AT1G70120,down,2 h
AT1G71470,down,2 h
AT1G72080,down,2 h
AT1G72580,down,2 h
AT1G73510,down,2 h
AT1G76840,down,2 h
AT1G76910,down,2 h
AT1G77910,down,2 h
AT1G77960,down,2 h
AT1G78470,down,2 h
AT1G78640,down,2 h
AT3G01250,down,2 h
AT3G01880,down,2 h
AT3G04990,down,2 h
AT3G05080,down,2 h
AT3G06090,down,2 h
AT3G07710,down,2 h
AT3G09140,down,2 h
AT3G11060,down,2 h
AT3G11310,down,2 h
AT3G12840,down,2 h
AT3G13370,down,2 h
AT3G15860,down,2 h
AT3G15910,down,2 h
AT3G16960,down,2 h
AT3G21320,down,2 h
AT3G21570,down,2 h
AT3G21980,down,2 h
AT3G23040,down,2 h
AT3G23850,down,2 h
AT3G24260,down,2 h
AT3G24690,down,2 h
AT3G27800,down,2 h
AT3G28020,down,2 h
AT3G28120,down,2 h
AT3G28260,down,2 h
AT3G28280,down,2 h
AT3G28630,down,2 h
AT3G28770,down,2 h
AT3G28780,down,2 h
AT3G28790,down,2 h
AT3G28810,down,2 h
AT3G28830,down,2 h
AT3G28870,down,2 h
AT3G28980,down,2 h
AT3G28990,down,2 h
AT3G29080,down,2 h
AT3G29570,down,2 h
AT3G29790,down,2 h
AT3G29791,down,2 h
AT3G30220,down,2 h
AT3G30320,down,2 h
AT3G30845,down,2 h
AT3G31350,down,2 h
AT3G31400,down,2 h
AT3G31910,down,2 h
AT3G31950,down,2 h
AT3G32050,down,2 h
AT3G32100,down,2 h
AT3G32120,down,2 h
AT3G32130,down,2 h
AT3G32150,down,2 h
AT3G32190,down,2 h
AT3G32200,down,2 h
AT3G32960,down,2 h
AT3G42310,down,2 h
AT3G42380,down,2 h
AT3G42390,down,2 h
AT3G42780,down,2 h
AT3G42870,down,2 h
AT3G42940,down,2 h
AT3G42970,down,2 h
AT3G43250,down,2 h
AT3G43260,down,2 h
AT3G43290,down,2 h
AT3G43410,down,2 h
AT3G43480,down,2 h
AT3G43500,down,2 h
AT3G43880,down,2 h
AT3G43900,down,2 h
AT3G43970,down,2 h
AT3G44210,down,2 h
AT3G44230,down,2 h
AT3G44580,down,2 h
AT3G44980,down,2 h
AT3G45200,down,2 h
AT3G45910,down,2 h
AT3G46240,down,2 h
AT3G46380,down,2 h
AT3G46390,down,2 h
AT3G48220,down,2 h
AT3G49230,down,2 h
AT3G49610,down,2 h
AT3G51020,down,2 h
AT3G52700,down,2 h
AT3G52830,down,2 h
AT3G54550,down,2 h
AT3G55570,down,2 h
AT3G56180,down,2 h
AT3G56390,down,2 h
AT3G56610,down,2 h
AT3G57850,down,2 h
AT3G58310,down,2 h
AT3G59460,down,2 h
AT3G60760,down,2 h
AT3G61500,down,2 h
AT3G62350,down,2 h
AT3G63020,down,2 h
AT3G63230,down,2 h
AT4G00280,down,2 h
AT4G01170,down,2 h
AT4G02870,down,2 h
AT4G03040,down,2 h
AT4G03160,down,2 h
AT4G03380,down,2 h
AT4G03580,down,2 h
AT4G03740,down,2 h
AT4G03830,down,2 h
AT4G04480,down,2 h
AT4G04980,down,2 h
AT4G07740,down,2 h
AT4G08630,down,2 h
AT4G08740,down,2 h
AT4G08760,down,2 h
AT4G09440,down,2 h
AT4G09660,down,2 h
AT4G09860,down,2 h
AT4G09880,down,2 h
AT4G10210,down,2 h
AT4G10220,down,2 h
AT4G10230,down,2 h
AT4G10870,down,2 h
AT4G11020,down,2 h
AT4G11300,down,2 h
AT4G12220,down,2 h
AT4G13261,down,2 h
AT4G14530,down,2 h
AT4G15050,down,2 h
AT4G15060,down,2 h
AT4G15096,down,2 h
AT4G15650,down,2 h
AT4G16090,down,2 h
AT4G17850,down,2 h
AT4G17930,down,2 h
AT4G18000,down,2 h
AT4G18080,down,2 h
AT4G18540,down,2 h
AT4G18850,down,2 h
AT4G19095,down,2 h
AT4G19240,down,2 h
AT4G19620,down,2 h
AT4G21950,down,2 h
AT4G22440,down,2 h
AT4G23080,down,2 h
AT4G23350,down,2 h
AT4G23370,down,2 h
AT4G23970,down,2 h
AT4G24030,down,2 h
AT4G25330,down,2 h
AT4G26040,down,2 h
AT4G27930,down,2 h
AT4G28870,down,2 h
AT4G28920,down,2 h
AT4G33320,down,2 h
AT4G33390,down,2 h
AT4G34550,down,2 h
AT4G34690,down,2 h
AT4G35210,down,2 h
AT4G35680,down,2 h
AT4G35725,down,2 h
AT4G36170,down,2 h
AT4G36370,down,2 h
AT4G36460,down,2 h
AT4G36510,down,2 h
AT4G36560,down,2 h
AT5G01130,down,2 h
AT5G01140,down,2 h
AT5G02660,down,2 h
AT5G03750,down,2 h
AT5G03920,down,2 h
AT5G03930,down,2 h
AT5G05030,down,2 h
AT5G06010,down,2 h
AT5G07490,down,2 h
AT5G10590,down,2 h
AT5G11220,down,2 h
AT5G11660,down,2 h
AT5G14990,down,2 h
AT5G15560,down,2 h
AT5G17180,down,2 h
AT5G19710,down,2 h
AT5G20100,down,2 h
AT5G21110,down,2 h
AT5G22680,down,2 h
AT5G23180,down,2 h
AT5G25000,down,2 h
AT5G25030,down,2 h
AT5G25600,down,2 h
AT5G25950,down,2 h
AT5G25960,down,2 h
AT5G25990,down,2 h
AT5G26840,down,2 h
AT5G26970,down,2 h
AT5G27010,down,2 h
AT5G27340,down,2 h
AT5G28190,down,2 h
AT5G28410,down,2 h
AT5G28550,down,2 h
AT5G28690,down,2 h
AT5G28730,down,2 h
AT5G28950,down,2 h
AT5G29070,down,2 h
AT5G35230,down,2 h
AT5G35470,down,2 h
AT5G35510,down,2 h
AT5G35540,down,2 h
AT5G36080,down,2 h
AT5G36770,down,2 h
AT5G36980,down,2 h
AT5G37420,down,2 h
AT5G37520,down,2 h
AT5G37650,down,2 h
AT5G37920,down,2 h
AT5G38190,down,2 h
AT5G38370,down,2 h
AT5G38490,down,2 h
AT5G38500,down,2 h
AT5G39010,down,2 h
AT5G39200,down,2 h
AT5G39870,down,2 h
AT5G39920,down,2 h
AT5G41530,down,2 h
AT5G41630,down,2 h
AT5G41640,down,2 h
AT5G46300,down,2 h
AT5G46810,down,2 h
AT5G48210,down,2 h
AT5G49260,down,2 h
AT5G50500,down,2 h
AT5G50880,down,2 h
AT5G50910,down,2 h
AT5G51090,down,2 h
AT5G51650,down,2 h
AT5G52130,down,2 h
AT5G52975,down,2 h
AT5G53670,down,2 h
AT5G53690,down,2 h
AT5G53740,down,2 h
AT5G53790,down,2 h
AT5G54320,down,2 h
AT5G54330,down,2 h
AT5G54410,down,2 h
AT5G54450,down,2 h
AT5G54480,down,2 h
AT5G54560,down,2 h
AT5G55010,down,2 h
AT5G55870,down,2 h
AT5G55880,down,2 h
AT5G56070,down,2 h
AT5G56770,down,2 h
AT5G57730,down,2 h
AT5G58880,down,2 h
AT5G59305,down,2 h
AT5G60000,down,2 h
AT5G61605,down,2 h
AT5G61630,down,2 h
AT5G61710,down,2 h
AT5G62400,down,2 h
AT5G66340,down,2 h
AT5G66370,down,2 h
AT5G67040,down,2 h
AT2G02440,down,2 h
AT2G02840,down,2 h
AT2G03630,down,2 h
AT2G04220,down,2 h
AT2G04370,down,2 h
AT2G04675,down,2 h
AT2G04810,down,2 h
AT2G04830,down,2 h
AT2G05360,down,2 h
AT2G05370,down,2 h
AT2G05500,down,2 h
AT2G07110,down,2 h
AT2G07190,down,2 h
AT2G07280,down,2 h
AT2G07310,down,2 h
AT2G09970,down,2 h
AT2G10020,down,2 h
AT2G10340,down,2 h
AT2G10560,down,2 h
AT2G11620,down,2 h
AT2G13500,down,2 h
AT2G13510,down,2 h
AT2G14390,down,2 h
AT2G14700,down,2 h
AT2G14810,down,2 h
AT2G15360,down,2 h
AT2G15610,down,2 h
AT2G16020,down,2 h
AT2G16520,down,2 h
AT2G17960,down,2 h
AT2G18200,down,2 h
AT2G18610,down,2 h
AT2G18810,down,2 h
AT2G18830,down,2 h
AT2G18920,down,2 h
AT2G18930,down,2 h
AT2G19300,down,2 h
AT2G19420,down,2 h
AT2G20070,down,2 h
AT2G20150,down,2 h
AT2G20616,down,2 h
AT2G21655,down,2 h
AT2G21820,down,2 h
AT2G21980,down,2 h
AT2G22520,down,2 h
AT2G22940,down,2 h
AT2G23040,down,2 h
AT2G24255,down,2 h
AT2G24470,down,2 h
AT2G24780,down,2 h
AT2G25565,down,2 h
AT2G27320,down,2 h
AT2G27670,down,2 h
AT2G29605,down,2 h
AT2G29850,down,2 h
AT2G29880,down,2 h
AT2G30430,down,2 h
AT2G30690,down,2 h
AT2G30925,down,2 h
AT2G31420,down,2 h
AT2G32050,down,2 h
AT2G33420,down,2 h
AT2G34110,down,2 h
AT2G34270,down,2 h
AT2G34800,down,2 h
AT2G35250,down,2 h
AT2G36550,down,2 h
AT2G36940,down,2 h
AT2G39520,down,2 h
AT2G41590,down,2 h
AT2G43450,down,2 h
AT2G46375,down,2 h
AT2G02795,down,2 h
AT2G02835,down,2 h
AT2G04037,down,2 h
AT2G04041,down,2 h
AT2G05752,down,2 h
AT2G06906,down,2 h
AT2G07215,down,2 h
AT2G10975,down,2 h
AT2G11405,down,2 h
AT2G11623,down,2 h
AT2G11626,down,2 h
AT2G12935,down,2 h
AT2G12945,down,2 h
AT2G13125,down,2 h
AT2G16015,down,2 h
AT2G17305,down,2 h
AT5G13825,down,2 h
AT5G22160,down,2 h
AT5G22170,down,2 h
AT5G22180,down,2 h
AT5G22545,down,2 h
AT5G24355,down,2 h
AT5G28295,down,2 h
AT5G28820,down,2 h
AT5G28823,down,2 h
AT5G28885,down,2 h
AT5G30341,down,2 h
AT5G33393,down,2 h
AT5G33898,down,2 h
AT5G34883,down,2 h
AT5G35604,down,2 h
AT5G35695,down,2 h
AT5G35945,down,2 h
AT5G40855,down,2 h
AT4G01245,down,2 h
AT4G03165,down,2 h
AT4G05523,down,2 h
AT4G05632,down,2 h
AT4G07666,down,2 h
AT4G07675,down,2 h
AT4G07932,down,2 h
AT4G08395,down,2 h
AT4G09775,down,2 h
AT4G09965,down,2 h
AT4G15053,down,2 h
AT1G02965,down,2 h
