AGI,dir,tp
AT3G16895,down,4 h
AT2G42885,down,4 h
AT5G60500,down,4 h
AT4G11180,down,4 h
AT5G44300,down,4 h
AT1G65450,down,4 h
AT3G10595,down,4 h
AT4G08550,down,4 h
AT3G09990,down,4 h
AT5G21960,down,4 h
AT1G19210,down,4 h
AT3G23220,down,4 h
AT5G67000,down,4 h
AT3G04190,down,4 h
AT2G30810,down,4 h
AT1G71340,down,4 h
AT1G44085,down,4 h
AT5G44840,down,4 h
AT3G42155,down,4 h
AT5G63225,down,4 h
AT3G55780,down,4 h
AT4G19730,down,4 h
AT5G20560,down,4 h
AT3G57620,down,4 h
AT2G06500,down,4 h
AT5G31412,down,4 h
AT1G43260,down,4 h
AT3G21490,down,4 h
AT4G23882,down,4 h
AT1G57780,down,4 h
AT2G28090,down,4 h
AT5G14900,down,4 h
AT1G01150,down,4 h
AT1G56530,down,4 h
AT5G34581,down,4 h
AT1G19025,down,4 h
AT4G23110,down,4 h
AT3G17230,down,4 h
AT5G49860,down,4 h
AT1G52110,down,4 h
AT5G10500,down,4 h
AT5G22590,down,4 h
AT1G53420,down,4 h
AT2G19230,down,4 h
AT5G24180,down,4 h
AT4G38120,down,4 h
AT2G18590,down,4 h
AT3G10890,down,4 h
AT2G29790,down,4 h
AT3G10113,down,4 h
AT1G32010,down,4 h
AT1G36100,down,4 h
AT4G03620,down,4 h
AT3G04410,down,4 h
AT5G07050,down,4 h
AT1G25270,down,4 h
AT1G68170,down,4 h
AT3G07250,down,4 h
AT2G06904,down,4 h
AT4G06479,down,4 h
AT5G25400,down,4 h
AT4G35820,down,4 h
AT1G23810,down,4 h
AT1G27220,down,4 h
AT1G27260,down,4 h
AT1G27270,down,4 h
AT5G63740,down,4 h
AT4G33355,down,4 h
AT1G17150,down,4 h
AT1G43080,down,4 h
AT3G48950,down,4 h
AT2G01360,down,4 h
AT1G12300,down,4 h
AT1G28000,down,4 h
AT1G28020,down,4 h
AT2G34370,down,4 h
AT5G28420,down,4 h
AT3G50990,down,4 h
AT2G03250,down,4 h
AT2G31100,down,4 h
AT1G30925,down,4 h
AT3G58330,down,4 h
AT3G58280,down,4 h
AT3G11325,down,4 h
AT3G62180,down,4 h
AT5G46970,down,4 h
AT5G46990,down,4 h
AT2G10970,down,4 h
AT2G15345,down,4 h
AT3G17140,down,4 h
AT5G26717,down,4 h
AT1G58242,down,4 h
AT5G05020,down,4 h
AT2G15470,down,4 h
AT5G42905,down,4 h
AT4G13885,down,4 h
AT5G44265,down,4 h
AT1G35630,down,4 h
AT1G17610,down,4 h
AT2G17180,down,4 h
AT2G22040,down,4 h
AT3G06630,down,4 h
AT3G43950,down,4 h
AT3G45670,down,4 h
AT3G45920,down,4 h
AT5G27790,down,4 h
AT1G16760,down,4 h
AT3G32920,down,4 h
AT2G13720,down,4 h
AT5G37910,down,4 h
AT3G23680,down,4 h
AT1G32420,down,4 h
AT1G32660,down,4 h
AT1G33010,down,4 h
AT1G47390,down,4 h
AT1G47730,down,4 h
AT1G58310,down,4 h
AT1G67450,down,4 h
AT1G70960,down,4 h
AT3G17620,down,4 h
AT3G18340,down,4 h
AT3G21120,down,4 h
AT3G22710,down,4 h
AT3G24580,down,4 h
AT3G47020,down,4 h
AT4G09190,down,4 h
AT4G21240,down,4 h
AT4G22180,down,4 h
AT5G39470,down,4 h
AT5G41500,down,4 h
AT5G44220,down,4 h
AT5G44970,down,4 h
AT5G47300,down,4 h
AT5G50220,down,4 h
AT2G16220,down,4 h
AT2G16450,down,4 h
AT1G22000,down,4 h
AT1G66290,down,4 h
AT4G26350,down,4 h
AT3G59160,down,4 h
AT3G59170,down,4 h
AT3G59240,down,4 h
AT1G12170,down,4 h
AT3G22730,down,4 h
AT3G47150,down,4 h
AT4G22430,down,4 h
AT4G39756,down,4 h
AT5G02980,down,4 h
AT5G38680,down,4 h
AT2G29780,down,4 h
AT5G57750,down,4 h
AT5G18330,down,4 h
AT3G45990,down,4 h
AT2G13150,down,4 h
AT1G33220,down,4 h
AT5G25430,down,4 h
AT3G22010,down,4 h
AT1G32710,down,4 h
AT5G56369,down,4 h
AT5G46877,down,4 h
AT5G47260,down,4 h
AT5G35640,down,4 h
AT5G67010,down,4 h
AT3G04150,down,4 h
AT1G29870,down,4 h
AT2G10550,down,4 h
AT2G14440,down,4 h
AT1G72460,down,4 h
AT3G15870,down,4 h
AT4G30770,down,4 h
AT4G10440,down,4 h
AT2G36700,down,4 h
AT5G07420,down,4 h
AT5G49180,down,4 h
AT5G48140,down,4 h
AT3G18810,down,4 h
AT1G76370,down,4 h
AT2G30730,down,4 h
AT1G01450,down,4 h
AT4G04402,down,4 h
AT4G14225,down,4 h
AT4G15250,down,4 h
AT3G21960,down,4 h
AT3G23270,down,4 h
AT3G58390,down,4 h
AT2G01240,down,4 h
AT3G30820,down,4 h
AT4G36100,down,4 h
AT3G27680,down,4 h
AT5G26060,down,4 h
AT5G38440,down,4 h
AT5G44630,down,4 h
AT3G22040,down,4 h
AT5G43120,down,4 h
AT2G33090,down,4 h
AT2G33300,down,4 h
AT1G25330,down,4 h
AT5G27310,down,4 h
AT2G27780,down,4 h
AT1G30670,down,4 h
AT5G32460,down,4 h
AT1G65170,down,4 h
AT4G03350,down,4 h
AT4G03360,down,4 h
AT5G11080,down,4 h
AT2G32360,down,4 h
AT1G31370,down,4 h
AT1G23590,down,4 h
AT2G11851,down,4 h
AT3G27415,down,4 h
AT4G17590,down,4 h
AT4G18320,down,4 h
AT2G20970,down,4 h
AT1G51020,down,4 h
AT1G68960,down,4 h
AT1G01400,down,4 h
AT1G10100,down,4 h
AT1G10190,down,4 h
AT1G23580,down,4 h
AT1G23600,down,4 h
AT1G23690,down,4 h
AT1G26140,down,4 h
AT1G29480,down,4 h
AT1G31520,down,4 h
AT1G32670,down,4 h
AT1G34280,down,4 h
AT1G34400,down,4 h
AT1G35040,down,4 h
AT1G35820,down,4 h
AT1G35900,down,4 h
AT1G42700,down,4 h
AT1G43680,down,4 h
AT1G47470,down,4 h
AT1G47485,down,4 h
AT1G47660,down,4 h
AT1G48095,down,4 h
AT1G51000,down,4 h
AT1G62070,down,4 h
AT1G64340,down,4 h
AT1G65740,down,4 h
AT1G67540,down,4 h
AT1G71470,down,4 h
AT1G75870,down,4 h
AT1G76910,down,4 h
AT1G77960,down,4 h
AT1G78640,down,4 h
AT3G01250,down,4 h
AT3G13370,down,4 h
AT3G15910,down,4 h
AT3G21320,down,4 h
AT3G23850,down,4 h
AT3G27800,down,4 h
AT3G28020,down,4 h
AT3G28120,down,4 h
AT3G28260,down,4 h
AT3G28790,down,4 h
AT3G29570,down,4 h
AT3G29791,down,4 h
AT3G30220,down,4 h
AT3G30520,down,4 h
AT3G31400,down,4 h
AT3G31910,down,4 h
AT3G32100,down,4 h
AT3G32120,down,4 h
AT3G32960,down,4 h
AT3G42310,down,4 h
AT3G42870,down,4 h
AT3G42940,down,4 h
AT3G42970,down,4 h
AT3G43260,down,4 h
AT3G43290,down,4 h
AT3G43910,down,4 h
AT3G44580,down,4 h
AT3G45320,down,4 h
AT3G45910,down,4 h
AT3G48220,down,4 h
AT3G49610,down,4 h
AT3G52830,down,4 h
AT3G58310,down,4 h
AT3G60560,down,4 h
AT3G60920,down,4 h
AT4G03830,down,4 h
AT4G08630,down,4 h
AT4G08740,down,4 h
AT4G09860,down,4 h
AT4G10880,down,4 h
AT4G11020,down,4 h
AT4G11940,down,4 h
AT4G12220,down,4 h
AT4G13261,down,4 h
AT4G14530,down,4 h
AT4G15050,down,4 h
AT4G16090,down,4 h
AT4G18680,down,4 h
AT4G18850,down,4 h
AT4G19095,down,4 h
AT4G21950,down,4 h
AT4G22440,down,4 h
AT4G23080,down,4 h
AT4G24030,down,4 h
AT4G24410,down,4 h
AT4G25510,down,4 h
AT4G28870,down,4 h
AT4G30970,down,4 h
AT4G33600,down,4 h
AT4G34690,down,4 h
AT4G35680,down,4 h
AT5G01140,down,4 h
AT5G01440,down,4 h
AT5G05030,down,4 h
AT5G06010,down,4 h
AT5G11660,down,4 h
AT5G15560,down,4 h
AT5G16090,down,4 h
AT5G21110,down,4 h
AT5G23180,down,4 h
AT5G25000,down,4 h
AT5G25600,down,4 h
AT5G25990,down,4 h
AT5G26840,down,4 h
AT5G27340,down,4 h
AT5G28070,down,4 h
AT5G28190,down,4 h
AT5G28410,down,4 h
AT5G28550,down,4 h
AT5G29050,down,4 h
AT5G35510,down,4 h
AT5G38190,down,4 h
AT5G38400,down,4 h
AT5G39870,down,4 h
AT5G46300,down,4 h
AT5G46380,down,4 h
AT5G46810,down,4 h
AT5G46820,down,4 h
AT5G48420,down,4 h
AT5G50880,down,4 h
AT5G52130,down,4 h
AT5G54410,down,4 h
AT5G54450,down,4 h
AT5G54480,down,4 h
AT5G55870,down,4 h
AT5G56070,down,4 h
AT5G60000,down,4 h
AT5G62400,down,4 h
AT2G02515,down,4 h
AT2G03180,down,4 h
AT2G04675,down,4 h
AT2G04870,down,4 h
AT2G05360,down,4 h
AT2G07280,down,4 h
AT2G09970,down,4 h
AT2G11010,down,4 h
AT2G13430,down,4 h
AT2G14390,down,4 h
AT2G17960,down,4 h
AT2G18610,down,4 h
AT2G18920,down,4 h
AT2G19300,down,4 h
AT2G20620,down,4 h
AT2G20805,down,4 h
AT2G23040,down,4 h
AT2G23440,down,4 h
AT2G27670,down,4 h
AT2G30380,down,4 h
AT2G30690,down,4 h
AT2G33420,down,4 h
AT2G34270,down,4 h
AT2G39160,down,4 h
AT2G41470,down,4 h
AT2G02795,down,4 h
AT2G02835,down,4 h
AT2G04037,down,4 h
AT2G06906,down,4 h
AT2G10602,down,4 h
AT2G11626,down,4 h
AT2G12405,down,4 h
AT2G12875,down,4 h
AT2G12935,down,4 h
AT2G13125,down,4 h
AT5G28820,down,4 h
AT5G33898,down,4 h
AT5G34883,down,4 h
AT5G35604,down,4 h
AT5G35945,down,4 h
AT5G42957,down,4 h
AT4G01245,down,4 h
AT4G07675,down,4 h
AT4G07932,down,4 h
AT4G11385,down,4 h
AT4G15053,down,4 h
AT1G02965,down,4 h
AT1G21323,down,4 h
AT1G21475,down,4 h
AT1G43415,down,4 h
AT1G66235,down,4 h
AT1G71235,down,4 h
AT3G23245,down,4 h
AT3G24517,down,4 h
AT3G33494,down,4 h
AT3G44935,down,4 h
AT4G06490,down,4 h
AT1G58225,down,4 h
AT2G43745,down,4 h
AT5G29613,down,4 h
AT2G03930,down,4 h
AT2G30985,down,4 h
AT1G53285,down,4 h
AT1G61097,down,4 h
AT3G05725,down,4 h
AT4G01985,down,4 h
AT5G35737,down,4 h
AT5G25420,down,4 h
AT4G35610,down,4 h
AT3G43470,down,4 h
AT5G61110,down,4 h
AT5G32613,down,4 h
AT4G05553,down,4 h
AT3G59845,down,4 h
AT5G08505,down,24 h
AT3G50320,down,24 h
AT1G72820,down,24 h
AT1G03890,down,24 h
AT2G44800,down,24 h
AT2G06960,down,24 h
AT1G50780,down,24 h
AT1G20500,down,24 h
AT5G38120,down,24 h
AT2G09990,down,24 h
AT5G17730,down,24 h
AT3G28520,down,24 h
AT5G17740,down,24 h
AT4G27420,down,24 h
AT5G25320,down,24 h
AT4G03170,down,24 h
AT3G32280,down,24 h
AT3G32400,down,24 h
AT2G42100,down,24 h
AT5G20310,down,24 h
AT3G11680,down,24 h
AT1G50770,down,24 h
AT3G21880,down,24 h
AT1G10455,down,24 h
AT4G05370,down,24 h
AT2G21235,down,24 h
AT5G35890,down,24 h
AT5G09370,down,24 h
AT1G43665,down,24 h
AT3G05440,down,24 h
AT5G05120,down,24 h
AT5G27880,down,24 h
AT5G61470,down,24 h
AT2G15740,down,24 h
AT3G45560,down,24 h
AT2G12880,down,24 h
AT2G15180,down,24 h
AT1G05290,down,24 h
AT3G10116,down,24 h
AT2G01800,down,24 h
AT1G30060,down,24 h
AT4G00920,down,24 h
AT2G34890,down,24 h
AT3G61720,down,24 h
AT1G44478,down,24 h
AT5G26130,down,24 h
AT3G25850,down,24 h
AT5G16430,down,24 h
AT2G21810,down,24 h
AT3G05300,down,24 h
AT1G32720,down,24 h
AT5G51900,down,24 h
AT1G32300,down,24 h
AT3G53080,down,24 h
AT1G71370,down,24 h
AT3G16680,down,24 h
AT1G36095,down,24 h
AT5G28590,down,24 h
AT1G66420,down,24 h
AT4G00232,down,24 h
AT2G20613,down,24 h
AT5G41765,down,24 h
AT1G61700,down,24 h
AT1G31530,down,24 h
AT1G40390,down,24 h
AT1G49015,down,24 h
AT4G21050,down,24 h
AT4G21040,down,24 h
AT5G62800,down,24 h
AT5G37870,down,24 h
AT5G37900,down,24 h
AT5G65370,down,24 h
AT3G23350,down,24 h
AT3G11870,down,24 h
AT1G20735,down,24 h
AT1G12190,down,24 h
AT1G33020,down,24 h
AT3G16820,down,24 h
AT3G17480,down,24 h
AT3G17530,down,24 h
AT3G22720,down,24 h
AT3G24700,down,24 h
AT1G67455,down,24 h
AT3G22421,down,24 h
AT1G12870,down,24 h
AT3G21410,down,24 h
AT4G04690,down,24 h
AT1G26510,down,24 h
AT1G32600,down,24 h
AT1G46912,down,24 h
AT1G59630,down,24 h
AT1G71290,down,24 h
AT3G04250,down,24 h
AT3G06280,down,24 h
AT3G47130,down,24 h
AT3G47140,down,24 h
AT3G49440,down,24 h
AT3G52330,down,24 h
AT4G01640,down,24 h
AT5G43550,down,24 h
AT2G21930,down,24 h
AT5G44345,down,24 h
AT1G31163,down,24 h
AT1G53360,down,24 h
AT3G03405,down,24 h
AT5G41490,down,24 h
AT2G02660,down,24 h
AT1G30790,down,24 h
AT1G30930,down,24 h
AT1G31090,down,24 h
AT3G28410,down,24 h
AT1G20800,down,24 h
AT1G27550,down,24 h
AT1G53550,down,24 h
AT2G16810,down,24 h
AT1G20360,down,24 h
AT1G47810,down,24 h
AT1G54550,down,24 h
AT1G56400,down,24 h
AT1G57580,down,24 h
AT1G66490,down,24 h
AT1G71320,down,24 h
AT3G19880,down,24 h
AT3G19890,down,24 h
AT3G20690,down,24 h
AT3G23950,down,24 h
AT3G23970,down,24 h
AT3G44080,down,24 h
AT3G49450,down,24 h
AT3G60790,down,24 h
AT3G62230,down,24 h
AT5G36730,down,24 h
AT5G39460,down,24 h
AT2G20380,down,24 h
AT2G26850,down,24 h
AT2G42730,down,24 h
AT2G40925,down,24 h
AT1G53815,down,24 h
AT4G26340,down,24 h
AT5G56570,down,24 h
AT3G62440,down,24 h
AT5G44960,down,24 h
AT5G38670,down,24 h
AT5G51250,down,24 h
AT2G29600,down,24 h
AT1G11770,down,24 h
AT4G20800,down,24 h
AT5G40750,down,24 h
AT5G11370,down,24 h
AT5G56325,down,24 h
AT5G56400,down,24 h
AT1G66310,down,24 h
AT3G49020,down,24 h
AT5G56430,down,24 h
AT5G56440,down,24 h
AT5G56452,down,24 h
AT5G26730,down,24 h
AT5G45180,down,24 h
AT1G61440,down,24 h
AT1G42190,down,24 h
AT2G30090,down,24 h
AT5G03590,down,24 h
AT5G42170,down,24 h
AT5G45910,down,24 h
AT5G63170,down,24 h
AT1G20135,down,24 h
AT1G48190,down,24 h
AT1G65210,down,24 h
AT3G31402,down,24 h
AT1G35150,down,24 h
AT1G42710,down,24 h
AT3G29450,down,24 h
AT1G27710,down,24 h
AT3G02670,down,24 h
AT4G19800,down,24 h
AT4G16560,down,24 h
AT4G29250,down,24 h
AT1G29780,down,24 h
AT3G45470,down,24 h
AT2G21420,down,24 h
AT1G22100,down,24 h
AT5G59616,down,24 h
AT2G36260,down,24 h
AT1G19470,down,24 h
AT3G05975,down,24 h
AT5G49750,down,24 h
AT5G40070,down,24 h
AT5G55690,down,24 h
AT5G51860,down,24 h
AT1G72350,down,24 h
AT1G23300,down,24 h
AT4G00350,down,24 h
AT4G32700,down,24 h
AT2G43730,down,24 h
AT3G44800,down,24 h
AT1G64255,down,24 h
AT2G44175,down,24 h
AT3G56520,down,24 h
AT4G27190,down,24 h
AT5G27140,down,24 h
AT1G60340,down,24 h
AT3G45760,down,24 h
AT3G24330,down,24 h
AT3G49200,down,24 h
AT1G11990,down,24 h
AT3G23770,down,24 h
AT1G63140,down,24 h
AT1G51990,down,24 h
AT2G33845,down,24 h
AT3G28490,down,24 h
AT1G06750,down,24 h
AT1G33830,down,24 h
AT1G33870,down,24 h
AT1G65810,down,24 h
AT3G29800,down,24 h
AT5G52090,down,24 h
AT2G30630,down,24 h
AT3G51690,down,24 h
AT4G40100,down,24 h
AT2G38900,down,24 h
AT3G11350,down,24 h
AT5G12000,down,24 h
AT3G06000,down,24 h
AT1G53820,down,24 h
AT1G21960,down,24 h
AT1G74620,down,24 h
AT3G13228,down,24 h
AT3G14970,down,24 h
AT5G37280,down,24 h
AT5G41430,down,24 h
AT5G52150,down,24 h
AT2G15260,down,24 h
AT2G29840,down,24 h
AT3G45555,down,24 h
AT3G43750,down,24 h
AT3G45540,down,24 h
AT2G25370,down,24 h
AT5G07225,down,24 h
AT3G52980,down,24 h
AT5G03580,down,24 h
AT5G05720,down,24 h
AT5G53680,down,24 h
AT2G14870,down,24 h
AT2G21690,down,24 h
AT3G48840,down,24 h
AT3G10845,down,24 h
AT4G10613,down,24 h
AT1G66640,down,24 h
AT4G03630,down,24 h
AT1G18790,down,24 h
AT5G66990,down,24 h
AT5G46025,down,24 h
AT3G22020,down,24 h
AT1G51900,down,24 h
AT3G15490,down,24 h
AT3G04200,down,24 h
AT5G38960,down,24 h
AT1G66690,down,24 h
AT3G23460,down,24 h
AT2G24620,down,24 h
AT3G43120,down,24 h
AT2G36210,down,24 h
AT4G19360,down,24 h
AT5G03600,down,24 h
AT4G39020,down,24 h
AT3G16600,down,24 h
AT1G20240,down,24 h
AT1G20690,down,24 h
AT5G53270,down,24 h
AT1G63280,down,24 h
AT5G44316,down,24 h
AT4G10540,down,24 h
AT1G66210,down,24 h
AT5G45640,down,24 h
AT5G58820,down,24 h
AT4G09070,down,24 h
AT3G51570,down,24 h
AT4G11340,down,24 h
AT5G17970,down,24 h
AT1G31390,down,24 h
AT3G58240,down,24 h
AT3G58250,down,24 h
AT3G58360,down,24 h
AT2G01790,down,24 h
AT2G15710,down,24 h
AT2G42470,down,24 h
AT2G06541,down,24 h
AT1G61105,down,24 h
AT1G47370,down,24 h
AT1G52900,down,24 h
AT1G09665,down,24 h
AT4G19910,down,24 h
AT1G51210,down,24 h
AT3G01010,down,24 h
AT3G02100,down,24 h
AT4G08430,down,24 h
AT2G04750,down,24 h
AT2G07020,down,24 h
AT5G02730,down,24 h
AT2G38150,down,24 h
AT1G47780,down,24 h
AT1G52460,down,24 h
AT5G22960,down,24 h
AT5G47350,down,24 h
AT5G13940,down,24 h
AT5G50140,down,24 h
AT2G16835,down,24 h
AT1G64830,down,24 h
AT3G42550,down,24 h
AT4G12920,down,24 h
AT4G30030,down,24 h
AT4G30040,down,24 h
AT5G45120,down,24 h
AT4G04985,down,24 h
AT1G31450,down,24 h
AT5G13380,down,24 h
AT2G31215,down,24 h
AT4G32100,down,24 h
AT3G25810,down,24 h
AT4G10850,down,24 h
AT3G22580,down,24 h
AT5G52160,down,24 h
AT2G14846,down,24 h
AT4G20080,down,24 h
AT4G15755,down,24 h
AT1G23240,down,24 h
AT3G54570,down,24 h
AT4G09090,down,24 h
AT5G53600,down,24 h
AT5G07170,down,24 h
AT5G27080,down,24 h
AT5G26900,down,24 h
AT1G18130,down,24 h
AT5G27800,down,24 h
AT4G12270,down,24 h
AT5G52700,down,24 h
AT5G52720,down,24 h
AT5G52730,down,24 h
AT1G63190,down,24 h
AT4G03590,down,24 h
AT5G17120,down,24 h
AT1G03720,down,24 h
AT5G17130,down,24 h
AT3G26250,down,24 h
AT5G02330,down,24 h
AT2G44400,down,24 h
AT1G45243,down,24 h
AT4G29630,down,24 h
AT1G29620,down,24 h
AT2G34120,down,24 h
AT1G58265,down,24 h
AT1G61688,down,24 h
AT1G56553,down,24 h
AT5G60553,down,24 h
AT5G55565,down,24 h
AT3G16895,down,24 h
AT5G60500,down,24 h
AT1G65450,down,24 h
AT3G10595,down,24 h
AT3G29070,down,24 h
AT3G23220,down,24 h
AT1G49120,down,24 h
AT2G20350,down,24 h
AT5G67000,down,24 h
AT5G11130,down,24 h
AT3G04170,down,24 h
AT3G04190,down,24 h
AT2G30810,down,24 h
AT5G46730,down,24 h
AT1G30795,down,24 h
AT1G44085,down,24 h
AT2G04063,down,24 h
AT2G46190,down,24 h
AT5G44830,down,24 h
AT5G44840,down,24 h
AT3G42155,down,24 h
AT1G77780,down,24 h
AT3G55780,down,24 h
AT4G19730,down,24 h
AT2G39640,down,24 h
AT2G06500,down,24 h
AT5G31412,down,24 h
AT5G33406,down,24 h
AT5G54210,down,24 h
AT1G20320,down,24 h
AT4G23882,down,24 h
AT1G57780,down,24 h
AT5G14900,down,24 h
AT5G13130,down,24 h
AT1G77660,down,24 h
AT1G01150,down,24 h
AT1G43330,down,24 h
AT4G04580,down,24 h
AT3G10585,down,24 h
AT5G23650,down,24 h
AT1G56530,down,24 h
AT5G26070,down,24 h
AT5G34581,down,24 h
AT4G39745,down,24 h
AT1G19025,down,24 h
AT4G23110,down,24 h
AT3G59590,down,24 h
AT4G19250,down,24 h
AT4G11745,down,24 h
AT5G41310,down,24 h
AT2G03740,down,24 h
AT1G52680,down,24 h
AT5G22590,down,24 h
AT5G39390,down,24 h
AT1G53420,down,24 h
AT2G19230,down,24 h
AT5G24180,down,24 h
AT3G61290,down,24 h
AT4G38120,down,24 h
AT3G10890,down,24 h
AT5G46000,down,24 h
AT1G45403,down,24 h
AT5G14290,down,24 h
AT1G07025,down,24 h
AT5G47290,down,24 h
AT2G06020,down,24 h
AT1G32010,down,24 h
AT1G36100,down,24 h
AT3G30230,down,24 h
AT3G42060,down,24 h
AT4G03620,down,24 h
AT5G41780,down,24 h
AT3G04410,down,24 h
AT5G07050,down,24 h
AT2G06904,down,24 h
AT4G06479,down,24 h
AT4G06526,down,24 h
AT1G36510,down,24 h
AT1G52950,down,24 h
AT1G21320,down,24 h
AT5G49920,down,24 h
AT3G47190,down,24 h
AT4G35820,down,24 h
AT1G23810,down,24 h
AT1G27220,down,24 h
AT1G27240,down,24 h
AT1G27270,down,24 h
AT5G47340,down,24 h
AT1G60410,down,24 h
AT5G63740,down,24 h
AT1G17150,down,24 h
AT1G43080,down,24 h
AT1G78400,down,24 h
AT4G32370,down,24 h
AT5G39910,down,24 h
AT1G12300,down,24 h
AT1G28000,down,24 h
AT1G28020,down,24 h
AT1G47940,down,24 h
AT1G63070,down,24 h
AT3G11380,down,24 h
AT5G28420,down,24 h
AT5G05050,down,24 h
AT4G24300,down,24 h
AT1G22080,down,24 h
AT3G50990,down,24 h
AT3G42570,down,24 h
AT2G03250,down,24 h
AT3G60420,down,24 h
AT1G09935,down,24 h
AT3G58330,down,24 h
AT3G58280,down,24 h
AT1G02550,down,24 h
AT1G48010,down,24 h
AT1G54620,down,24 h
AT3G55680,down,24 h
AT3G62180,down,24 h
AT5G46970,down,24 h
AT5G46980,down,24 h
AT5G46990,down,24 h
AT5G50070,down,24 h
AT2G15345,down,24 h
AT1G50340,down,24 h
AT3G17140,down,24 h
AT5G50030,down,24 h
AT1G51230,down,24 h
AT1G09245,down,24 h
AT1G26797,down,24 h
AT1G58242,down,24 h
AT2G26720,down,24 h
AT3G07830,down,24 h
AT2G15470,down,24 h
AT1G14940,down,24 h
AT3G12430,down,24 h
AT4G13885,down,24 h
AT2G35615,down,24 h
AT1G11560,down,24 h
AT1G30350,down,24 h
AT1G11590,down,24 h
AT3G06830,down,24 h
AT2G40990,down,24 h
AT1G31250,down,24 h
AT5G43770,down,24 h
AT1G49270,down,24 h
AT5G44265,down,24 h
AT1G35630,down,24 h
AT4G27890,down,24 h
AT2G22040,down,24 h
AT1G59690,down,24 h
AT5G28620,down,24 h
AT3G06630,down,24 h
AT3G20530,down,24 h
AT3G43950,down,24 h
AT3G45920,down,24 h
AT5G12090,down,24 h
AT5G27790,down,24 h
AT5G60090,down,24 h
AT5G26150,down,24 h
AT1G16760,down,24 h
AT3G46160,down,24 h
AT3G01085,down,24 h
AT3G23650,down,24 h
AT2G18530,down,24 h
AT3G43630,down,24 h
AT1G17545,down,24 h
AT2G13720,down,24 h
AT5G37910,down,24 h
AT3G23680,down,24 h
AT1G32420,down,24 h
AT1G32660,down,24 h
AT1G33010,down,24 h
AT1G47390,down,24 h
AT1G47800,down,24 h
AT1G50870,down,24 h
AT1G57690,down,24 h
AT1G67450,down,24 h
AT1G67623,down,24 h
AT1G70960,down,24 h
AT3G17270,down,24 h
AT3G17490,down,24 h
AT3G17620,down,24 h
AT3G22710,down,24 h
AT3G22940,down,24 h
AT3G24580,down,24 h
AT3G25460,down,24 h
AT3G58910,down,24 h
AT3G58950,down,24 h
AT4G09190,down,24 h
AT4G17200,down,24 h
AT4G17565,down,24 h
AT4G21240,down,24 h
AT4G22030,down,24 h
AT4G22165,down,24 h
AT4G22170,down,24 h
AT4G22180,down,24 h
AT4G38870,down,24 h
AT5G36200,down,24 h
AT5G39470,down,24 h
AT5G41500,down,24 h
AT5G42430,down,24 h
AT5G44940,down,24 h
AT5G44970,down,24 h
AT5G47300,down,24 h
AT5G62060,down,24 h
AT2G02030,down,24 h
AT2G02890,down,24 h
AT2G16220,down,24 h
AT2G26160,down,24 h
AT4G26350,down,24 h
AT3G42770,down,24 h
AT3G59160,down,24 h
AT3G59170,down,24 h
AT3G59240,down,24 h
AT1G15680,down,24 h
AT3G43710,down,24 h
AT3G47150,down,24 h
AT4G11750,down,24 h
AT4G11770,down,24 h
AT4G12810,down,24 h
AT4G22430,down,24 h
AT4G35120,down,24 h
AT4G39756,down,24 h
AT4G39760,down,24 h
AT5G02980,down,24 h
AT5G28160,down,24 h
AT5G38680,down,24 h
AT2G29780,down,24 h
AT2G29800,down,24 h
AT1G50980,down,24 h
AT5G56390,down,24 h
AT5G56690,down,24 h
AT1G70110,down,24 h
AT1G53010,down,24 h
AT5G57750,down,24 h
AT5G53040,down,24 h
AT3G56920,down,24 h
AT3G12000,down,24 h
AT2G13150,down,24 h
AT1G33220,down,24 h
AT5G20390,down,24 h
AT5G25430,down,24 h
AT3G01830,down,24 h
AT2G37910,down,24 h
AT3G49340,down,24 h
AT2G22160,down,24 h
AT2G31620,down,24 h
AT3G29040,down,24 h
AT4G20680,down,24 h
AT1G32710,down,24 h
AT5G56369,down,24 h
AT5G46877,down,24 h
AT5G66890,down,24 h
AT3G13280,down,24 h
AT5G35640,down,24 h
AT3G04150,down,24 h
AT1G29870,down,24 h
AT2G29220,down,24 h
AT2G10550,down,24 h
AT5G50040,down,24 h
AT1G49100,down,24 h
AT2G14440,down,24 h
AT1G72460,down,24 h
AT3G51070,down,24 h
AT5G37610,down,24 h
AT3G45690,down,24 h
AT1G50050,down,24 h
AT3G09590,down,24 h
AT5G15110,down,24 h
AT2G02720,down,24 h
AT2G36700,down,24 h
AT5G07420,down,24 h
AT5G18990,down,24 h
AT5G61680,down,24 h
AT3G17152,down,24 h
AT3G60730,down,24 h
AT4G03930,down,24 h
AT4G15980,down,24 h
AT4G11730,down,24 h
AT1G76370,down,24 h
AT4G08260,down,24 h
AT2G30730,down,24 h
AT1G72760,down,24 h
AT1G01450,down,24 h
AT5G55855,down,24 h
AT4G04402,down,24 h
AT1G56040,down,24 h
AT1G17910,down,24 h
AT3G22030,down,24 h
AT4G11890,down,24 h
AT3G21960,down,24 h
AT3G23270,down,24 h
AT2G01240,down,24 h
AT3G44570,down,24 h
AT2G14000,down,24 h
AT3G25270,down,24 h
AT1G33850,down,24 h
AT4G36100,down,24 h
AT3G26860,down,24 h
AT3G54925,down,24 h
AT3G26870,down,24 h
AT3G26880,down,24 h
AT3G27680,down,24 h
AT3G57840,down,24 h
