Term,ug_root_dark,ug_root_light,ug_leaf_dark,ug_leaf_light,gcr_40cGy,gcr_80cGy,rad_100Gy_co60_90m_a,rad_100Gy_co60_1440m_a,rad_100Gy_co60_180m,rad_100Gy_co60_90m_b,rad_100Gy_co60_1440m_b,rad_100Gy_co60_90m_c,rad_100Gy_co60_1440m_c,rad_10cGy_cs137_24h,rad_100cGy_cs137_24h
gehring_L2_celltype::PEN,0.5289866731959845,0.0559619201646695,0.8925145430854937,0.4827931601917435,0.9729523700385329,0.4270934552729351,1.0,0.15542590431738623,0.05923069507374915,0.028922749010164783,0.9038726328138093,0.0015376032439346316,0.2910403099292815,0.651786471008439,0.8018868792349456
gehring_L2_celltype::ii1,0.4156294870619863,0.558777901268871,0.8848151253685322,0.0714745653573728,1.0,0.762884633704868,0.9980246747117913,1.0,0.7212023771391608,0.2121997785204244,0.002466901290430702,0.002114204460410118,0.9275657725716008,0.6637603469220555,0.7905247081253396
gehring_L2_celltype::ii1',0.4707481898632341,0.3795153399846593,0.8887753386026416,0.3614179338583717,0.4146290964698056,0.8199635986221627,0.4303616183315431,0.7989606724051896,0.9811115403408319,0.9958426221606315,0.740702875399361,0.2062523906933426,1.0,0.975560075712631,0.9504197459998565
gehring_L2_celltype::ii2,0.9972439207951628,0.6694693775646214,0.8697498264405435,0.8152799409787689,0.981062233246494,0.9356640518904435,1.0,0.7838195560099314,0.8915761574753573,0.8121320859498483,0.47587859424920126,0.6520206555904805,1.0,0.6637183859050866,0.9978474564109924
gehring_L2_celltype::oi1,0.6820901580318682,0.4004998897302065,0.8893307639614456,0.2036679306479692,0.967629288842082,0.8443650216896874,1.0,0.877965659589911,0.626899572765129,0.044738037817622596,0.003532154120389414,0.03791927999961374,0.9326777182159269,0.6741037376048817,0.9900419106029149
gehring_L2_celltype::oi2,0.4481055815232335,0.0519176133292396,0.9056407901375108,0.1206493374453519,0.4045659885815642,0.971003460484148,0.9992822872424099,0.5743290548424738,0.09960474308300395,0.044134429370876894,0.14431372549019608,0.0009396464268489415,1.0,0.6656774408848207,0.8277088166590928
gehring_L3_state::1. EMB up proto,0.364923572003218,0.024668928072589,0.5783695328771199,0.9956116621581004,0.9186482641390904,0.8175723464959601,0.9942779613025012,0.7753144042525606,0.057978575600682765,0.053943749445479555,0.0,0.010446657333791172,0.8497942792793476,0.04320489155514536,0.3537544999840709
gehring_L3_state::1. EMB up proto I,0.9960464314446617,0.0568502046117278,0.5789292621243677,0.9805687522711062,0.3335446073316094,0.3707301208059568,0.9523984676456709,0.37417347335667056,0.1833606478357274,0.15451459943032664,0.0,0.043030279017758875,0.32935822116457203,0.8833785186894324,0.14145082672273726
gehring_L3_state::1. EMB upp proto,0.6536232903427946,0.0223847680658678,0.8057892221831525,0.719067767219255,0.3707721301479962,0.0,0.0,0.8397348160821215,0.629074646133985,0.04139765759335561,0.8433030228557384,0.3079355575987817,0.10234117782269786,0.8285713410468725,0.9133395361092127
gehring_L3_state::10. CZE cyst photo,0.5241175102049449,0.2792281782761823,0.6039869086581374,0.3463931469792606,0.4754370600299318,0.0,0.05957305055103684,0.7715485695276114,0.8051493454834744,0.1513316969279414,0.5139965045847399,0.16698069738297952,0.3208734821362173,0.646222440158367,0.8760852407261247
gehring_L3_state::10. CZE nodule,0.6951721153716133,0.0426376534587958,0.1083011008628384,0.1805831079050195,0.970684600583165,0.8418734113310689,0.5560446534637353,0.8560535179640719,0.8851773939456827,0.745247441999867,0.4046042708581408,1.0,1.0,0.6820396149391191,0.9058004126337943
gehring_L3_state::10. PEN,0.6050285644456664,0.2770984022066743,0.8118577346485706,0.3232832089693572,0.6696710666972847,0.8330715348045096,1.0,0.8009499617785706,1.0,0.055117262591311035,0.5085895003162556,0.2587489529091401,1.0,0.5949232985846258,0.86546602568702
gehring_L3_state::11. CZE cyst disacc,0.5419851525982953,0.6547965425583366,0.6279753049687593,0.8427401868667622,0.8552762297842947,0.8027109786469604,0.8837003188342407,0.890061387042768,0.7410953207492588,0.5400859463525278,0.6371187917513796,0.13495671805617923,0.6503272105302298,0.660886017259688,0.8040968411005672
gehring_L3_state::11. MCE,0.6558822937693221,0.5849541539316477,0.8783525311344412,0.9874251987867858,0.7037937396564967,0.9068683360562813,0.33029001074113856,0.8186484174508126,0.617891122663127,0.756369429091652,0.38339010009598246,0.1300910489256609,0.8039860191864356,0.6287049144600633,0.9636081259677767
gehring_L3_state::11. PEN g2/m-phase,0.4470724948601055,0.5379418259458038,0.646433632498819,0.204443013522215,0.3729540649473026,0.2188176812358643,0.001611170784103115,0.006534422403733956,0.0,0.0,0.6217252396166134,0.0,0.15589244547376474,0.8511897194677516,0.4030201663002963
gehring_L3_state::12. FUN hil,0.8913720098982678,0.8754513493995701,0.8425347394404223,0.5877175143410778,0.1481625187073887,0.340645903761778,0.9901152273084788,0.7986526946107785,0.8408110752037394,0.8372761780606572,0.39848962396629733,0.8494834729185463,1.0,0.6602281768001116,0.8601564181674679
gehring_L3_state::12. MCE_ESR shea promo,0.4455743321841754,0.1329072890617764,0.0650847961916096,0.8189617415947443,0.8649764425475307,0.8192054872820805,0.8840704285489562,0.7931948602794411,0.9502085292061425,0.16628507159928502,0.1539948788102003,0.5201926323520709,1.0,0.6624309456117237,0.8350685226375834
gehring_L3_state::12. PEN gen I,0.936694377402342,0.3200488862750864,1.0,0.898734692690305,0.3799678510060418,0.7011436380637273,0.5787325456498389,0.004667444574095682,0.0,0.015720449399803493,0.822861199858005,0.0,0.01006420267221933,0.9718946194918734,0.3609712420207548
gehring_L3_state::13. FUN epid,0.721611628412789,0.0503124310813791,0.0762871988663202,0.0723166080538907,0.9959113068092468,0.8397986046177085,1.0,0.8554152964888087,1.0,0.939795253249492,0.07754880413703943,0.10561625837782102,0.9392485842773436,0.5919021053628672,0.8834175558721732
gehring_L3_state::13. MCE_ESR high pcd,0.6415198908818407,0.3998024142508721,0.1145492412972329,0.4365171875343641,0.983010919572086,0.8230923120891683,0.5422787681346953,0.7995735502678853,0.7684120440683687,0.4776766885581732,0.7052295274928535,0.6080980579254603,0.6731034596729547,0.7341397461534761,0.9885730686046392
