gene,log2FC
AT1G07170,-0.15898407411413046
AT1G07175,1.180906613978219
AT1G07180,0.39273511725888516
AT1G07200,-0.4676925286030339
AT1G07210,0.17605903881876692
AT1G07220,0.8437419868062717
AT1G07230,-0.019858011443815767
AT1G07240,0.6931367209722155
AT1G07250,0.26382591339886496
AT1G07260,0.9653650617359202
AT1G07270,-1.0759452643656877
AT1G07280,-0.7257669023524012
AT1G07290,0.5761597678673323
AT1G07300,0.018020794620398947
AT1G07310,0.4955755864770147
AT1G07320,-0.2588836639963332
AT1G07330,0.5226905202997442
AT1G07350,-1.5160133786227918
AT1G07360,0.5882249881867303
AT1G07370,-0.3361027524862156
AT1G07380,-0.8148039896151829
AT1G07390,0.11524467234820415
AT1G07400,-0.4303933740031274
AT1G07410,0.5658333856107873
AT1G07420,1.1659641936702683
AT1G07430,-1.1888113495490702
AT1G07440,-1.25879451254287
AT1G07450,-0.8345238932459458
AT1G07470,0.37882283627929847
AT1G07480,0.3958329208702807
AT1G07485,-2.1276293721443262
AT1G07490,-2.265055472674195
AT1G07510,0.48690936972764653
AT1G07520,0.0032849856948105266
AT1G07530,0.04652745539400887
AT1G07540,2.696276678122706
AT1G07550,-0.10201402075080952
AT1G07560,-0.04548709602943085
AT1G07570,0.8707278294699647
AT1G07590,-0.07421193180242563
AT1G07610,-0.1587756937136056
AT1G07615,0.26536465004102183
AT1G07620,0.5666912974801233
AT1G07630,0.8546957773855794
AT1G07640,-0.3268664914164866
AT1G07650,1.0330100006807328
AT1G07660,0.3771763804157683
AT1G07670,0.18560847058347663
AT1G07680,3.6021136418851913
AT1G07700,-0.000634634310405159
AT1G07705,0.08911711923668635
AT1G07710,-0.42979951542773526
AT1G07720,0.515450208583763
AT1G07725,0.11407547679184322
AT1G07740,-0.08675520332137739
AT1G07730,-3.6056265338478264
AT1G07745,-0.2710894503008414
AT1G07750,-0.1956882003301483
AT1G07770,-0.05293700024157184
AT1G07780,0.005883267560814432
AT1G07790,0.04153382506441097
AT1G07795,-4.769164326615167
AT1G07810,0.4273403757055514
AT1G07820,0.004904451943968441
AT1G07830,-0.12613366514644483
AT1G07840,0.024896123016373152
AT1G07870,0.46663921813555403
AT1G07880,0.43197926190184993
AT1G07885,1.8070403988274937
AT1G07890,0.7315008188713318
AT1G07900,0.47366519236973864
AT1G07902,0.38401822339944386
AT1G07901,0.23036351749646014
AT1G07910,-0.2403038383005688
AT1G07920,0.24820254523188595
AT1G07930,0.2658971821279832
AT1G07940,0.19947997947256813
AT1G07950,0.2238978084053368
AT1G07960,0.026521514478047927
AT1G07970,-0.3001777377338923
AT1G07980,0.12135069550479805
AT1G07985,-0.4719432445251717
AT1G07990,0.14070392056056952
AT1G08000,-0.005403754833715768
AT1G08010,0.3866396794672815
AT1G08030,-0.2808781993431328
AT1G08035,-4.101501103911392
AT1G08040,-0.6935531846004254
AT1G08050,1.2438063003388375
AT1G08060,0.03528483623882828
