panel_source,panel_group,gene,rank,logfoldchanges,pvals_adj,score
germ_cluster,12,AT3G02480,13,1.845072865486145,4.041020414703257e-145,25.915197372436523
germ_cluster,12,AT2G26150,14,2.421663761138916,2.758861175714683e-141,25.57025146484375
germ_cluster,12,AT5G42980,15,1.2396348714828491,1.279392097631262e-138,25.324745178222656
germ_cluster,12,AT1G30070,16,2.416602373123169,3.010470700925706e-134,24.922569274902344
germ_cluster,12,AT5G01600,17,2.4198498725891113,5.699429669998783e-132,24.70955467224121
germ_cluster,12,AT1G07400,18,2.522693157196045,1.8098997808668144e-127,24.285125732421875
germ_cluster,12,AT1G70490,19,1.8756523132324219,4.200489892829161e-120,23.5670223236084
germ_cluster,12,AT5G21090,20,1.9057904481887817,2.0223663134299152e-114,22.997451782226562
germ_cluster,12,AT5G12140,21,2.189141273498535,2.895734581201162e-113,22.879079818725586
germ_cluster,12,AT1G78370,22,3.3317599296569824,5.896490343902306e-112,22.745990753173828
germ_cluster,12,AT1G23490,23,1.3803060054779053,4.248808822368408e-108,22.347036361694336
germ_cluster,12,AT5G42570,24,2.1834590435028076,1.6207975977151453e-107,22.285030364990234
germ_cluster,12,AT1G54050,25,2.10123872756958,1.2240385440121419e-105,22.088470458984375
germ_cluster,12,AT5G11970,26,2.32671856880188,3.4504809749338015e-104,21.935121536254883
germ_cluster,12,AT3G51810,27,2.5822460651397705,7.850519932430805e-104,21.895790100097656
germ_cluster,12,AT4G32020,28,1.565750241279602,8.700454631349108e-101,21.5677433013916
germ_cluster,12,AT2G32240,29,2.9185287952423096,6.933803813732942e-96,21.032060623168945
germ_cluster,12,AT5G56030,30,1.224173903465271,1.2714258013789854e-95,21.00183868408203
germ_cluster,12,AT3G25230,31,1.5485577583312988,2.741077062507272e-94,20.853349685668945
germ_cluster,12,AT2G41110,32,1.5220766067504883,1.4578276647130584e-92,20.660329818725586
germ_cluster,12,AT3G61640,33,1.5564169883728027,4.160246498330044e-91,20.496549606323242
germ_cluster,12,AT1G18740,34,1.5789374113082886,4.4834541877045215e-88,20.151260375976562
germ_cluster,12,AT1G61340,35,1.6142542362213135,3.0304134239209946e-87,20.055200576782227
germ_cluster,12,AT1G19180,36,1.7355464696884155,3.2495280631767004e-84,19.700902938842773
germ_cluster,12,AT2G13820,37,4.590330600738525,2.8725210279748334e-81,19.34779167175293
germ_cluster,12,AT3G12630,38,1.5813252925872803,3.7206653038116974e-81,19.333938598632812
germ_cluster,12,AT2G44670,39,2.143113613128662,1.4001113814286783e-76,18.777151107788086
germ_cluster,12,AT3G62290,40,1.134032964706421,2.859450649995014e-76,18.73871612548828
germ_cluster,12,AT4G19200,41,2.0245554447174072,3.307619271900839e-76,18.730499267578125
germ_cluster,12,AT3G03341,42,1.5362335443496704,2.897911385219328e-75,18.613204956054688
germ_cluster,12,AT5G15650,43,1.6582647562026978,3.904133157142076e-74,18.46979331970215
germ_cluster,12,AT1G71950,44,1.3389976024627686,8.800466964296327e-74,18.424579620361328
